NazwaPodmiotu;Nip;Przeważająca działalność gospodarcza
TAKSÓWKA OSOBOWA NR 514;6111035097;
TANI DROBIAZG;6111374698;
TAPICERSTWO -;6111606364;
TAPICERSTWO;6111457071;
ARTLABOR;6111206802;
BIURO USŁUG INWESTYCYJNYCH ATAREX;6110050752;
Tartan;7811759030;
TAXI OSOBOWA NR 219;6111027212;
TAXI -;6151063740;
TAXI 190;6111294077;
TAXI;6110151246;
TAXI;6111013368;
TAXI Nr 60;6111017521;
TAXI OSOBOWE;6111238073;
TAXI OSOBOWE;6112660093;
TAXI OSOBOWE NR 562;6111025118;
TAXI OSOBOWE;6111366842;
TAXI OSOBOWE;6111030591;
TEAM;6111703245;
TECH-INSTAL;6112545995;
TECHNICOM;6111541481;
TECHNIKA GRZEWCZA RAF-TERM;6111424999;
TEIDE;6112127499;
TEKARO;6111034985;
TEL;6111234282;
TELEDENT;6161470903;
TELNET PARTNER;6112530864;
TELPORT;6111461954;
PUBLICUS PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO -USŁUGOWE;6111243217;
TERAPIA ANTYNIKOTYNOWA;6111553165;
TERAPIA WAD POSTAWY I SKOLIOZ;6111426372;
INDYWIDUALNA PRAKTYKA LEKARSKA;6111696249;
HOSPITALITY MANAGMENT & CONSULTING;6112528442;
SALON FRYZJERSKI M & T;6111033543;
TESA BIURO TECHNICZNO-HANDLOWE MGR INŻ.;6111288993;
TeSz;6151937794;
TG Consulting;8512900099;
THE FRAME;8842591916;
THE TATTOO PROJECT;6912365266;
Thruster;6112515238;
TIM;6112274527;
DOMEX;6941197966;
TŁUMACZ PRZYSIĘGŁY JĘZYKA ANGIELSKIEGO;6111088969;
TŁUMACZ PRZYSIĘGŁY JĘZYKA NIEMIECKIEGO I JĘZYKA NIDERLANDZKIEGO;6111723911;
TMT;6111615802;
TNW AUTOSERWIS;6112679543;
ELEKTROMECHANIKA POJAZDOWA;6111077948;
TOMALA;6111015628;
TOMART USŁUGI BUDOWLANE;6112445785;
FIRMA HANDLOWO-USŁUGOWA;6111684832;
terapia manualna i fizjoterapia;6112424151;
ALOOK;6112770278;
Usługi koparko - ładowarką;6112270162;
P.P.H.U RESTAURACJA PASJA;6111448592;
TOP-DOM;6112477354;
ALEX;6112379083;
Taxi osobowe;6111016303;
USŁUGI REMONTOWO - BUDOWLANE Z BROTHER;6112544777;
TOM-BUD;6112715115;
TOMCAR;6111528888;
TOMEK AUTO-ELEKTRO;6111694664;
TOMGAZ USŁUGI MOTORYZACYJNE;6112309036;
BIURO USŁUG FINANSOWYCH I UBEZPIECZENIOWYCH;6111014669;
TOP-POWER;6111762153;
Torcikowo;6112587462;
TOSA;6112635221;
ToTu!;6112164744;
TOVA SERVICES;6112397170;
TRADYCYJNA MEDYCYNA CHIŃSKA LEK.MED.;6111034560;
TRANS ROL;6111775888;
TRANS4YOU;6941561113;
TRANSLINGVO -;8951759510;
TRANSPORT CIĘŻAROWY;6111004748;
TRANSPORT CIĘŻAROWY;6112523249;
TRANSPORT DROGOWY - TAKSÓWKA -;6111592828;
TRANSPORT DROGOWY TAKSÓWKĄ;6110103247;
Transport HDS;6112227539;
TRANSPORT KRAJOWY;6112568766;
TRANSPORT OSOBOWY;6111475293;
TRANSPORT OSOBOWY TAXI;6111076009;
TRANSPORT OSOBOWY;6111635259;
TRANS-VET USŁUGI TRANSPORTOWO-BUDOWLANE;6722010057;
GABINET NATUROTERAPII i MASAŻU;6111605732;
TRE - PLATE;6112199091;
Trener Personalny;6112421891;
Trevilles Apartamenty;6951365247;
AUTO MAX;6112603988;
TRUCKS SERVICES;6112585581;
TS;6112505406;
TS HANDLOWIEC;6111228755;
TSK Studio;6112808182;
TTBP;6941585510;
TTM MEBLE NA WYMIAR;6111614091;
TUKANY;8981094015;
Tutenhoman;6112662548;
MAR-MUR;6112139723;
TWO ROPES;6941630156;
TWOJA SZAFA ODZIEŻ UŻYWANA I NOWA;6111424195;
TWÓJ STYL KUCHNIE;6112595272;
BIURO TURYSTYKI AKTYWNEJ TRZY KOPY;8942547406;
TYRANS BUD;6941669709;
UBEZPIECZENIA NIKA;6112663430;
UBEZPIECZENIA;6112795752;
UBEZPIECZENIA;6112044419;
UBEZPIECZENIA ALL RISK;6112575660;
Ubezpieczenia;6111331476;
UBEZPIECZENIA;6111017455;
UBEZPIECZENIA KOWALSCY;6111101049;
UBEZPIECZENIA;6111308738;
Ufoludek;6112668031;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA GABINET LARYNGOLOGICZNY MARIA UJEC-JONCZYK;6111045457;
ULTRA NIERUCHOMOŚCI;6112295699;
FIRMA HANDLOWO-USŁUGOWA JUSTAL;6111096176;
UNIGAME;6112506765;
AUTO - ŻABA;6111750954;
FIRMA SZKOLENIOWA PERFECT;8862449601;
U.T.W. MACHOWSKA FIRMA HANDLOWA;6111463930;
Prywatna Praktyka Lekarska;8542357582;
USŁUGI KSIĘGOWE I RACHUNKOWE;6111197606;
Usługi Administracyjne;8731784865;
Usługi Archiwalne;7551001720;
USŁUGI ASENIZACYJNE;6111029062;
USŁUGI BHP;6111334109;
USŁUGI BUDOWLANE;6112261080;
USŁUGI BUDOWLANE KLIMCZAK;6941623305;
Usługi Budowlane DAM-BUD;6112478253;
USŁUGI BUDOWLANE;6112562249;
Usługi budowlane MAX - OL;6112183233;
USŁUGI BUDOWLANE PINEX;6112485218;
USŁUGI BUDOWLANE;6111042766;
USŁUGI BUDOWLANE;6111073896;
USŁUGI BUDOWLANE;6111034028;
USŁUGI CIESIELSKO-DEKARSKIE PIOTR ZUBEK KRUCUŚ DACHY;7361559100;
Usługi Finansowe;6111206937;
USŁUGI FINANSOWE I REKLAMA;6111772625;
Usługi Finansowo-Księgowe;6111248137;
USŁUGI FRYZJERSKIE I KOSMETYCZNE;6111706048;
USŁUGI FRYZJERSKIE;6111898533;
USŁUGI GASTRONOMICZNE;6112470228;
Usługi Geodezyjne ARTI;6111081660;
USŁUGI GEODEZYJNE GEOIDA;6112466899;
USŁUGI GEODEZYJNO-KLASYFIKACYJNE;6112115088;
USŁUGI HOTELARSKIE;6112449932;
Usługi Hydrauliczne Kręci Rurka;6112504186;
USŁUGI I HANDEL;7531641698;
Usługi Informatyczne;6151536629;
USŁUGI JĘZYKOWE IDYLLA;6112392882;
USŁUGI KOMINIARSKIE;6111629738;
USŁUGI KOSMETYCZNE;6112820906;
USŁUGI KRAWIECKIE DOREX;6111278960;
USŁUGI KRAWIECKIE;6112610505;
USŁUGI KSIĘGOWE;6112187739;
Usługi księgowo - finansowe;6112094825;
USŁUGI LEKARSKIE;7311643790;
USŁUGI LEKARSKIE;6111799417;
USŁUGI MEDYCZNE;7281385230;
USŁUGI MEDYCZNE;6112718444;
Usługi Montażowe;6112674770;
USŁUGI MUZYCZNE;6111778148;
USŁUGI MUZYCZNE TAXI;6111051989;
Usługi Noclegowe;6111298655;
USŁUGI OGÓLNOBUDOWLANE DANBUD;6112410901;
USŁUGI OGÓLNOBUDOWLANE KIRA;6112827529;
USŁUGI OGÓLNOBUDOWLANE WENTEX;6111862877;
USŁUGI OGÓLNOBUDOWLANE;6112614934;
Usługi Ogólnobudowlane;6112516255;
Usługi Ogólnobudowlane MAZBUD;7972022257;
USŁUGI OGÓLNOBUDOWLANE MONTAŻ KOMINKÓW;6112144888;
USŁUGI OGÓLNOBUDOWLANE;6112395774;
USŁUGI OGÓLNOBUDOWLANE;6112416803;
Usługi Ogólnobudowlane;6112443409;
USŁUGI OGÓLNOBUDOWLANE;6112307652;
USŁUGI OGÓLNOBUDOWLANE;6112495642;
USŁUGI OPIEKUŃCZE;6111285641;
USŁUGI PARAMEDYCZNE KARO - MED;6112115160;
Usługi Pielęgniarskie;6111785326;
USŁUGI PIELĘGNIARSKIE;6111318553;
Usługi pielęgniarskie;6111804124;
USŁUGI PIELĘGNIARSKIE;5632064474;
USŁUGI PIELĘGNIARSKIE;6161337937;
USŁUGI PIELĘGNIARSKIE;6112118773;
Usługi programistyczne;6112826777;
Usługi Projektowo- Budowlane.;6111114744;
USŁUGI PSYCHOLOGICZNE;6112636321;
USŁUGI REM.-BUDOWLANE;6111571559;
Usługi Remontowe;8821825125;
Usługi Remontowo Budowlane PRZEMEX;6112306776;
USŁUGI REMONTOWO-BUDOWLANE JOGI;6112492081;
USŁUGI REMONTOWO-BUDOWLANE;6111357990;
USŁUGI REMONTOWO-WYKOŃCZENIOWE DIMAS;6112768382;
USŁUGI SPAWALNICZO-MONTAŻOWE;6111487379;
USŁUGI SPEDYCYJNE;6111761337;
USŁUGI SPRZĄTAJĄCE;6112176210;
Usługi Sprzątające;6112801754;
USŁUGI SPRZĘTOWO-BUDOWLANE VENBUD;6112591506;
USŁUGI TRANSPORTOWE - HANDEL;6111011837;
USŁUGI TRANSPORTOWE;6112838065;
USŁUGI TRANSPORTOWE;6112327548;
USŁUGI TRANSPORTOWE I KURIERSKIE;6931537521;
USŁUGI TRANSPORTOWE;6112374683;
USŁUGI TRANSPORTOWE;6112475987;
USŁUGI TRANSPORTOWE;6111561118;
USŁUGI TRANSPORTOWE;6111804354;
Usługi Transportowe;6112352575;
USŁUGI TRANSPORTOWE;6112218799;
USŁUGI TRANSPORTOWE SZOPEK-TRANS;6111108436;
USŁUGI TRANSPORTOWE;6112556094;
USŁUGI TRANSPORTOWE, HANDEL OBWOŹNY;6111192402;
USŁUGI WYKOŃCZENIOWE I REMONTOWE;6111352946;
USŁUGI ŻYWIENIOWE;6112655962;
HOLLYWOOD-CENTER VIDEO;6112474290;
VDIPro;6112319684;
VENTANA;6112537553;
VERIS TRANSLATIONS;8992626668;
Vet Assist;6161507747;
VILART KUCHNIE;6141153269;
Vimat -;6112661661;
VINYLPAT;6112700409;
VINYLPAT;6112565880;
Vip-Store;8942987536;
VISION PROJECTS AND LEARNING -;6112636746;
VISTAS;6112540934;
VolosOFF studio;6112825565;
VOYTE;6111078474;
W PROJEKT;6112600748;
W Punkt. Agencja Informacyjna;6112498505;
W&O;8491475394;
W.E.T.;6112525722;
W.I.P.;8941147308;
W.R;6141513207;
AGENCJA ARTYSTYCZNA VIVO;6111123306;
WAKONDA;6111500335;
P.H.U MERIDA;6111083452;
ZEGARMISTRZOSTWO;6111029889;
WALMA - TECH;6111522710;
SKLEP ODZIEŻOWY;6111104289;
WALTERS-;6112219310;
WAL-WOOD;6161310803;
Warkocze Cornrows;6112819820;
WARSBUD;6111653116;
WARSZTAT BLACHARSKO-LAKIERNICZY;6112273284;
WARSZTAT SAMOCHODOWY;6112831011;
EMKA;6111466070;
WARZYWA I OWOCE;6111531672;
SKLEP SPOŻYWCZO-PRZEMYSŁOWY;6111493960;
VAS-POL PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111758192;
FIRMA HANDLOWA - PRZEMEK;6112592322;
CENTRUM NAUKI W & W;6112136831;
WB-BUD;6112821225;
PRZEDSIĘBIORSTWO PRODUKCYJNO HANDLOWO USŁUGOWE KURCZAK SPRZEDAŻ HURTOWA I DETALICZNA ARTYKUŁÓW SPOŻYWCZYCH I PRZEMYSŁOWYCH;6111048409;
WE SMART;6112802340;
Web-ster;5632240899;
WEGA;6111648463;
WEKTOR;7542731442;
Werbell;6112280108;
PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE;6110006596;
WERKA PHU;5361578378;
Weronet;6112267473;
DELIKATESY WIATR;6110152599;
DELIKATESY WIATR;6111758683;
Biuro Rachunkowe;6161110122;
WIBEN-BUD;6112121752;
WIDLIFT;6112506357;
N I K O L A;6112204337;
AUTOMYJNIA;6111106609;
KANCELARIA NOTARIALNA;6110106777;
WIELOBRANŻOWY PAWILON HANDLOWY;6111013598;
IKA FIRMA PRODUKCYJNO-USŁUGOWA;6110113145;
WIELTRANS;6112410806;
CYWIL SZKOŁA DLA PSÓW I SZCZENIĄT;6111653323;
FIRMA HANDLOWO-USŁUGOWA;6111524181;
WIK;6111535291;
WIKA;6111498532;
WIK-BUD;6111505114;
GABINET LARYNGOLOGICZNY;6111022657;
, Usługi Przewodnickie STORYLANDIA;6110051680;
ELWIT PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWE;6110112832;
WIKUS;6112817264;
DOR-BUD;6112364727;
WILLA JAGODA;6111026939;
WILLA POD LIPAMI;6112585121;
WILLA WYCENA NIERUCHOMOŚCI, PROJEKTOWANIE, NADZORY, OPINIE;6110052030;
NAPRAWA SPRZĘTU RTV I URZĄDZEŃ ELEKTRONICZNYCH;6111048438;
WINGSTORE;6111582132;
USŁUGI TRANSPORTOWE - PRZEWÓZ TOWARÓW;6111256326;
PIN SERWIS;6112145681;
NESSUS;6112514747;
GABINET KOSMETYCZNY;6112421454;
wirtualnakozetka.pl;5223202223;
FIRMA HANDLOWO-USŁUGOWA;6111097201;
FIRMA HANDLOWA;6221199115;
DARK-POL;6112389443;
RUYAN-PLUS;6111073689;
TRANS-EX;6112368926;
EVEREST;6111450790;
TOP TRAVEL BIURO PODRÓŻY;6111048450;
DOLNOŚLĄSKA AGENCJA PROMOCJI I REKLAMY VIP;6111325116;
WITMAR;6111781771;
TAXI SUDETY;5541002622;
TW - PROJEKT;6111057845;
TRANSPORT BAGAŻOWY 112;6111048527;
WOBIS;6112260241;
Wod-Invest;6112618240;
USŁUGI TRANSPORTOWE TRUCKTRANS;6111051073;
WOJAN;6112289813;
IT;6112416507;
AUTO SKAŁA;6112495079;
, The Art of Coffee Roastery;6112788433;
- POCIĄG DO PIZZY;6112802707;
PRYWATNE PRZEDSIĘBIORSTWO HANDLU I USŁUG;6112246784;
USŁUGI MALARSKIE;6111827800;
WOJCZAL WHEELS CENTER;6112605622;
IGA SPÓŁKA CYWILNA;6111267809;
BOGUS;6112589194;
Wojtech;5342277368;
WOK;6112828233;
AGENCJA TURYSTYCZNO - USŁUGOWA;6112225687;
FIRMA HANDLOWA;6112271807;
FIRMA HANDLOWO-USŁUGOWA, BIURO RACHUNKOWE;6111090587;
ZARZĄDZANIE NIERUCHOMOŚCIAMI;6111030734;
OŚRODEK SZKOLENIA KIEROWCÓW ZAPŁON;6111049403;
BIURO RACHUNKOWOŚCI - DORADCA PODATKOWY;6110005332;
WOMAN STUDIO;6141321790;
WOMBAT props;9910094480;
WORTI;6112444975;
WYCENA NIERUCHOMOŚCI, PROJEKTOWANIE.;6111406352;
Monika PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE;6111952209;
WRÓBEL DYWAN-MONTER;6112721943;
KiMPOL USŁUGI TRANSPORTOWE, BUDOWLANO-REMONTOWE;6111117234;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE KOMNET;6112384552;
TAKSÓWKA OSOBOWA Nr 230;6111025874;
WS Consulting;6922032827;
WSPÓLNOTA.PL ZARZĄDZANIE NIERUCHOMOŚCIAMI;6111802496;
WSPÓLNY STÓŁ;6112771562;
WT Instalprojekt;6112821389;
WULKANIZACJA I SERWIS -;6111040359;
WYCENA NIERUCHOMOŚCI, USŁUGI PROJEKTOWE -;6111390616;
USŁUGI BIUROWE;6112289316;
LICENCJONOWANE BIURO RACHUNKOWOŚCI;6111215994;
WYPOŻYCZALNIA SZALUNKÓW I RUSZTOWAŃ;6111463120;
WYROBY KALETNICZE;6112231280;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE S I M;6111093947;
WYSOKIE BALE KWATERY;5831155920;
WZK PRYWATNA PRAKTYKA STOMATOLOGICZNA;6111093858;
XC-SPORT;8982078231;
YARA;6112818878;
T-BUD;6040176257;
YOGI-STRONG;9720690925;
ZAKŁAD OPTYCZNY LEON OPTYK;6112683651;
TIMA;6111110829;
FIRMA HANDLOWO USŁUGOWA PATRYK;6112713174;
ZaHan;9282046382;
ZAJAZD POD CHOJNIKIEM;6112274177;
FIRMA HANDLOWA ROBI;6111308000;
WANGAZ FIRMA HANDLOWO-USŁUGOWA;6111342563;
ZAKŁAD BUDOWNICTWA OGÓLNEGO;6111093255;
ZAKŁAD FRYZJERSKI -;6111028996;
ZAKŁAD FRYZJERSKI ANETA;6111566274;
ZAKŁAD FRYZJERSKI;6151018366;
ZAKŁAD FRYZJERSTWA DAMSKIEGO;6111043027;
ZAKŁAD FRYZJERSTWA MĘSKIEGO;6111039936;
ZAKŁAD GEODEZYJNO-KARTOGRAFICZNY GEOPRASK;6111057673;
ZAKŁAD INSTALACJI HYDRAULICZNYCH;6112453000;
ZAKŁAD INSTALATORSTWA ELEKTRYCZNEGO inż. MIROSŁAW SACZKOWSKI WYKONAWSTWO, POMIARY, PROJEKTOWANIE, NADZÓR BUD;6111228028;
ZAKŁAD KONSERWACJI I REKONSTRUKCJI STOLARKI ZABYTKOWEJ;6491048395;
ZAKŁAD KRAWIECKI LUNA;6112255702;
ZAKŁAD MECHANICZNY MARBO;8862729743;
ZAKŁAD MECHANIKI I BLACHARSTWO POJAZDOWE;6111056366;
ZAKŁAD OGÓLNOBUDOWLANY,;6111122407;
ZAKŁAD OPTYCZNY;6111042832;
ZAKŁAD OPTYCZNY;6112657441;
ZAKŁAD PRANIA BIELIZNY;6111096615;
ZAKŁAD PRODUKCYJNO HANDLOWO USŁUGOWY ROMID;6111049567;
ZAKŁAD PRODUKCYJNO-HANDLOWO-USŁUGOWY FIL-WER;6111592076;
ZAKŁAD REMONTOWO-BUDOWLANY;6110101745;
ZAKŁAD ROBÓT INSTALACYJNYCH;6111020262;
ZAKŁAD STOLARSKI;6111019939;
ZAKŁAD SZEWSKI;6111151656;
ZAKŁAD SZKLARSKI;6111027672;
ZAKŁAD USŁUG GEOLOGICZNYCH;6110008709;
ZAKŁAD USŁUG KOMINIARSKICH;6111025526;
ZAKŁAD USŁUG LEŚNYCH;6112312920;
ZAKŁAD USŁUG MOTORYZACYJNYCH;6111241247;
ZAKŁAD USŁUG PRZECIWPOŻAROWYCH WOMAR;6111052061;
ZAKŁAD USŁUGOWO-HANDLOWY;6111354158;
LNIANA MODA;6112429295;
PRYWATNY GABINET STOMATOLOGICZNY;6111716673;
PROE;6111167953;
Zaopatrzenie Gabinetów & Spa PROfesja;6111801723;
ANDY FIRMA POLIGRAFICZNA;6111089035;
ZAROBKOWY TRANSPORT DROGOWY;6111023757;
Zarobkowy Transport Osobowy TAXI nr. boczny 22,;6111344510;
ZARZĄDZANIE;6112782353;
ZARZĄDZANIE NIERUCHOMOŚCIAMI ARKADIA;6111153201;
Zarządzanie Nieruchomościami Domena;6111618781;
ZARZĄDZANIE NIERUCHOMOŚCIAMI POD JEDNYM DACHEM;6112079435;
Zarządzanie Nieruchomościami PROFESJA mgr;6112218954;
ZARZĄDZANIE NIERUCHOMOŚCIAMI;9880175310;
ZARZĄDZANIE NIERUCHOMOŚCIAMI popdoM mgr inż.;6111022930;
ALCO;6111471674;
KANCELARIA ADWOKACKA, ADW.;6110051823;
ZATONEX FIRMA HANDLOWO-USŁUGOWA;6111839387;
CELT;6111416304;
CZESIO;8762454376;
SKLEP WIELOBRANŻOWY PIĄTKA;6111069179;
ZBIG MOTOCYKLE;6111488261;
TRANS;8771164519;
USŁUGI OGÓLNOBUDOWLANE I HYDRAULICZNE;6112285784;
PHU DROSPA w spadku;6110102147;
FIRMA USŁUGOWO-HANDLOWA;6111378443;
ZDOBUD USŁUGI REMONTOWO-BUDOWLANE;6111459555;
ZEFIRIS;6112833837;
ZEGARMISTRZOSTWO;6111747490;
ZESPÓŁ MUZYCZNY Mi'aDor;6131508512;
ZESPÓŁ PROJEKTOWO-WYKONAWCZY PROBUD;6111761716;
ZEZ I ZABURZENIA WIDZENIA;6111022628;
STUDIO URODY NEW IMAGE;6111140948;
Firma EUROFORM;6121339350;
ZIBI - TRANSPORT;6112521204;
REDFRED.PL;6111304580;
PUNKT POMOCY PSYCHOLOGICZNEJ;6111518329;
FIRMA HANDLOWO-USŁUGOWA FILIP;6111434058;
JAAR;6111832008;
JEDNOROŻEC ZM PHUW;5481072919;
ZIELONY RAJ;6141549228;
ZIELONY STRAGAN;6111699986;
FASHION NAIL;6112330272;
FIRMA USŁUGOWO-HANDLOWA ZINEX;6111501464;
ZIOBER AGENCJA ARTYSTYCZNA;6111587419;
AGENT UBEZPIECZENIOWY;6112324260;
FIRMA HANDLOWA;6111142396;
Po prostu to;6112789792;
ZAKŁAD KRAWIECKI ''MODA;6111064213;
Firma Usługowa;6112815615;
ZOO PAMIR;6111628986;
Zoo. Sklep zoologiczny;6111474626;
ZPHU LEADER JELENIOGÓRSKI ZAKŁAD DEZYNFEKCJI, DEZYNSEKCJI I DERATYZACJI;6111585113;
ZRÓB TO SAM;6112556444;
FIRMA USŁUGOWA;6112477934;
Apteka POD JELENIEM;6111214262;
Apteka POD JELENIEM;6110200720;
ZVC;6112495582;
PIEKARSTWO DARIUSZ ZWIERZAŃSKI, JOANNA FEDOROWICZ S.C.;6111731017;
DARSON;6112346103;
ZAKŁAD KOMINIARSKI BRACI ZWIERZYŃSKICH S.C.;6111029731;
JELFRUT HURTOWNIA WARZYW I OWOCÓW;6110153251;
USŁUGI RACHUNKOWO-KSIĘGOWE;6111520875;
ZYGFRYDLIFT;6111051334;
SKŁAD OPAŁU;8861265081;
ZYBI;6111028631;
Źródło Mocy - Masaże;6112594189;
PEST - AGRA;6110153417;
PRZEDSIĘBIORSTWO PRODUKCYJNO-USŁUGOWE ŻEL-TRANS;6111735995;
GRO-ŻEL;6112426138;
EWCIA;9281728820;
HOLLY;8971638749;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA LEKARSKA;6111357174;
